TIMESTAMP,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,SW_IN_ERA,LW_IN_ERA,VPD_ERA,PA_ERA,P_ERA,WS_ERA
20081214,26.731,25.495,1.297,27.777,1.973,270.162,408.586,7.535,97.607,1.839,1.445
20081215,25.949,25.167,0.766,26.61,1.129,233.369,411.755,5.684,97.575,4.642,0.804
20081216,25.13,24.71,0.34,25.485,0.659,178.451,421.825,3.791,97.512,8.142,1.043
20081217,25.157,24.783,0.114,25.473,0.595,150.339,427.028,3.651,97.566,9.483,1.63
20081218,26.132,24.969,0.748,27.117,1.676,239.438,418.85,5.968,97.56,5.96,1.854
20081219,25.03,24.581,0.48,25.409,1.016,149.987,423.119,4.195,97.584,14.873,1.2
20081220,25.931,25.1,0.79,26.635,1.376,213.56,424.602,6.029,97.518,3.098,1.082
20081221,24.953,24.261,0.649,25.538,1.205,181.165,417.914,4.291,97.555,10.405,1.301
20081222,25.173,24.464,0.553,25.773,1.086,191.286,413.166,4.148,97.628,10.226,2.229
20081223,26.532,25.491,1.159,27.413,2.079,244.765,417.159,6.955,97.656,1.066,2.284
20081224,25.98,25.257,0.509,26.591,0.956,223.456,410.012,5.345,97.604,8.023,1.521
20081225,25.286,24.857,0.308,25.65,0.871,141.485,426.745,3.661,97.593,11.063,1.5
20081226,25.045,24.716,0.195,25.324,0.518,146.13,428.013,3.799,97.546,8.001,1.561
20081227,25.166,24.69,0.328,25.569,0.88,168.592,423.22,3.897,97.556,8.067,1.315
20081228,25.088,24.668,0.207,25.444,0.674,151.136,425.038,3.672,97.585,11.125,1.678
20081229,25.633,25.007,0.595,26.162,0.957,179.604,425.838,4.304,97.57,9.324,1.031
20081230,25.593,25.269,0.739,25.867,1.26,153.677,425.794,4.529,97.568,16.469,1.445
20081231,24.792,24.473,0.296,25.062,0.454,87.391,429.953,3.474,97.713,19.028,0.777
20090101,25.332,24.689,1.009,25.877,1.343,179.343,422.833,3.855,97.671,7.709,1.229
20090102,25.552,24.998,0.719,26.02,0.976,198.837,411.619,4.214,97.601,8.284,2.334
20090103,26.614,25.667,1.099,27.416,1.713,238.946,414.25,6.969,97.548,2.481,2.323
20090104,26.355,25.555,0.745,27.032,1.339,228.641,408.719,6.194,97.598,4.33,1.868
20090105,25.727,24.999,0.521,26.344,0.984,210.416,413.418,4.428,97.655,10.066,1.414
20090106,25.736,24.971,0.664,26.383,1.122,223.213,409.472,4.423,97.592,7.349,1.742
20090107,25.44,25.055,0.274,25.765,0.543,162.762,419.799,3.856,97.629,9.267,1.847
20090108,24.923,24.59,0.149,25.205,0.584,114.983,423.642,3.673,97.689,11.228,1.8
20090109,25.128,24.41,0.367,25.736,1.021,150.125,419.664,4.056,97.757,10.543,1.784
20090110,25.456,24.83,0.701,25.986,1.202,194.604,412.292,4.427,97.761,8.103,2.492
20090111,24.983,24.673,0.227,25.246,0.494,150.775,413.953,3.742,97.774,11.095,2.366
20090112,25.303,24.879,1.066,25.662,1.32,188.105,413.757,4.963,97.725,5.611,2.056
20090113,25.253,24.862,0.55,25.584,0.966,185.195,413.365,4.354,97.712,10.82,2.009
20090114,25.197,24.655,0.611,25.655,0.995,173.868,419.327,3.668,97.77,13.09,1.694
20090115,25.118,24.971,0.525,25.242,0.748,168.98,422.083,4.227,97.765,8.732,2.082
20090116,25.034,24.646,0.265,25.363,0.655,176.095,414.833,3.917,97.828,8.137,2.087
20090117,25.024,24.754,0.655,25.253,0.796,149.099,421.966,3.961,97.841,9.814,1.687
20090118,25.556,25.113,0.48,25.93,0.964,169.796,420.88,4.405,97.808,8.722,1.567
20090119,24.662,24.348,0.405,24.928,0.911,110.333,423.106,3.801,97.893,15.946,1.21
20090120,24.503,24.274,0.492,24.696,0.691,99.56,422.325,3.764,97.879,9.178,0.655
20090121,24.544,24.144,0.305,24.883,0.604,126.506,426.086,3.555,97.896,8.348,1.451
20090122,24.927,24.458,0.557,25.324,0.751,130.82,427.001,3.807,97.843,7.256,1.324
20090123,24.78,24.188,0.619,25.281,0.845,134.122,425.122,3.596,97.81,13.277,0.992
20090124,24.266,23.862,1.017,24.608,1.04,94.224,425.199,3.658,97.701,12.802,0.952
20090125,24.857,24.437,0.421,25.212,0.669,152.219,423.389,3.709,97.636,7.085,1.526
20090126,25.068,24.664,0.35,25.41,0.68,150.919,430.775,3.573,97.711,9.409,1.725
20090127,25.196,24.844,0.2,25.495,0.709,135.186,430.435,3.672,97.738,10.69,1.962
20090128,25.034,24.731,0.241,25.29,0.556,148.174,425.32,3.752,97.726,10.033,2.228
20090129,25.171,24.857,0.666,25.437,0.862,162.288,422.539,4.361,97.78,11.166,1.833
20090130,26.165,25.439,1.021,26.78,1.889,212.679,419.065,6.52,97.745,4.32,1.788
20090131,25.208,24.769,0.292,25.58,0.632,164.04,416.971,4.254,97.779,9.016,1.898
20090201,24.87,24.285,0.387,25.366,0.833,181.721,412.798,3.948,97.752,9.851,1.819
20090202,25.183,24.817,0.771,25.492,0.954,172.305,413.339,4.531,97.71,6.598,1.902
20090203,26.142,25.236,1.124,26.91,1.872,225.824,414.327,6.559,97.704,1.755,2.573
20090204,25.558,25.145,0.517,25.908,0.971,205.653,418.001,4.503,97.817,7.706,2.228
20090205,25.072,24.798,0.172,25.305,0.422,140.169,422.796,3.653,97.802,12.474,2.024
20090206,25.395,25.02,0.522,25.712,0.767,168.245,423.311,3.923,97.787,9.525,1.963
20090207,25.089,24.936,0.265,25.218,0.425,116.917,424.754,3.754,97.811,13.531,2.156
20090208,25.742,25.167,0.768,26.229,1.223,194.686,419.475,4.441,97.734,6.111,1.963
20090209,25.101,24.707,0.228,25.433,0.742,158.551,419.212,3.712,97.713,12.788,1.62
20090210,25.409,25.052,0.764,25.711,0.997,185.965,416.71,4.382,97.752,8.962,1.748
20090211,25.325,25.053,0.377,25.556,0.57,157.796,416.713,4.053,97.777,8.397,2.033
20090212,25.145,24.71,0.332,25.512,0.677,161.276,418.745,3.906,97.696,11.401,1.497
20090213,24.86,24.541,0.195,25.13,0.64,116.739,427.578,3.601,97.564,13.071,1.562
20090214,25.095,24.613,0.209,25.503,0.87,146.715,427.147,3.563,97.574,11.961,1.912
20090215,24.801,24.536,0.349,25.025,0.682,97.629,425.91,3.492,97.634,12.299,1.153
20090216,24.89,24.43,0.282,25.279,0.962,131.312,422.783,4.158,97.643,7.395,2.039
20090217,25.065,24.683,0.382,25.388,0.713,134.504,426.157,3.743,97.659,11.809,1.674
20090218,24.927,24.449,0.268,25.331,0.963,121.344,429.548,3.491,97.683,17.79,1.765
20090219,25.22,24.637,0.461,25.714,0.985,200.623,422.342,4.14,97.665,9.366,2.081
20090220,24.825,24.513,0.829,25.089,0.986,138.571,424.996,3.656,97.615,22.409,1.702
20090221,25.009,24.835,0.357,25.155,0.523,135.55,424.585,3.688,97.65,17.843,2.068
20090222,24.976,24.703,0.565,25.208,0.804,157.568,419.81,4.133,97.736,11.166,2.004
20090223,24.927,24.792,0.455,25.042,0.737,146.119,425.412,3.838,97.731,11.024,2.168
20090224,24.927,24.663,0.188,25.15,0.578,138.389,429.921,3.664,97.646,10.953,1.351
20090225,24.928,24.575,0.328,25.227,0.652,94.159,433.716,3.511,97.651,32.35,1.149
20090226,24.606,24.146,0.232,24.994,0.844,111.978,426.732,3.655,97.717,59.807,1.786
20090227,26.131,25.28,1.554,26.85,2.417,245.687,424.566,7.017,97.638,2.603,1.683
20090228,25.205,24.9,0.299,25.462,0.627,144.141,424.868,3.854,97.658,11.379,1.934
20090301,25.371,24.857,0.733,25.805,1.252,189.731,422.639,3.709,97.725,14.003,1.669
20090302,25.507,25.21,0.568,25.758,0.731,178.452,423.203,4.273,97.756,7.023,2.167
20090303,25.261,24.836,0.508,25.62,0.797,150.425,422.083,3.842,97.762,10.139,2.296
20090304,25.294,25.115,0.253,25.446,0.587,146.816,429.615,3.802,97.746,10.563,2.128
20090305,24.822,24.567,0.303,25.038,0.872,104.614,427.627,3.609,97.834,15.949,1.092
20090306,24.903,24.531,0.212,25.219,0.585,123.833,428.48,3.712,97.812,9.571,1.366
20090307,25.089,24.604,0.294,25.499,0.85,186.036,425.352,3.954,97.777,12.887,1.491
20090308,25.22,24.85,0.595,25.534,0.903,167.715,425.981,3.963,97.719,9.706,0.957
20090309,25.118,24.824,0.251,25.367,0.49,145.581,427.255,3.71,97.711,10.695,1.172
20090310,25.241,24.729,0.567,25.673,1.074,201.721,419.322,3.929,97.691,10.426,1.437
20090311,25.093,24.707,0.426,25.42,0.853,135.913,428.734,3.689,97.66,12.68,1.618
20090312,26.562,25.731,1.133,27.265,1.923,219.969,427.316,6.863,97.6,1.903,1.872
20090313,25.386,25.095,0.301,25.632,0.787,165.058,425.653,3.846,97.651,12.406,1.527
20090314,25.319,24.908,0.474,25.666,0.983,186.607,422.501,3.847,97.753,12.629,1.524
20090315,25.563,25.019,0.546,26.024,0.879,202.982,419.192,4.159,97.824,9.25,1.502
20090316,24.953,24.488,0.249,25.347,0.541,175.017,412.882,3.951,97.832,10.367,1.314
20090317,25.68,25.139,1.353,26.137,1.675,239.049,415.55,5.611,97.737,4.063,1.551
20090318,26.401,25.374,0.722,27.269,1.728,242.435,413.261,7.2,97.659,2.178,1.861
20090319,25.28,24.724,0.484,25.751,0.86,187.364,414.78,3.747,97.633,11.885,1.889
20090320,25.493,25.099,0.599,25.826,0.826,206.559,420.046,4.179,97.616,7.546,2.019
20090321,25.389,24.982,0.355,25.734,0.665,158.976,423.032,3.689,97.616,15.644,1.967
20090322,25.33,24.804,0.406,25.774,0.816,163.209,425.341,3.595,97.577,15.378,1.832
20090323,25.151,24.631,0.485,25.592,0.811,159.995,426.459,3.792,97.585,12.326,1.817
20090324,25.146,24.838,0.395,25.407,0.668,164.461,422.692,3.855,97.635,10.994,1.614
20090325,25.176,24.854,0.253,25.448,0.633,139.777,424.771,3.67,97.627,9.617,1.501
20090326,24.965,24.685,0.235,25.201,0.434,118.168,427.815,3.758,97.646,10.673,1.265
20090327,25.626,24.99,1.121,26.164,1.516,185.148,418.948,5.848,97.667,2.759,1.815
20090328,26.169,25.265,0.879,26.933,1.516,227.467,417.369,6.208,97.644,7.302,1.835
20090329,25.338,24.86,0.538,25.743,1.078,181.408,424.836,3.746,97.653,15.408,1.097
20090330,24.883,24.612,0.298,25.113,0.543,54.266,430.266,3.527,97.713,39.344,1.19
20090331,25.194,24.637,0.728,25.664,1.098,136.924,423.636,4.856,97.71,11.056,1.306
20090401,25.192,24.697,0.541,25.61,0.937,175.649,420.27,3.792,97.688,9.729,0.844
20090402,24.932,24.261,0.598,25.499,1.046,178.258,421.402,3.872,97.695,11.548,1.431
20090403,24.864,24.464,0.888,25.202,1.054,192.341,421.828,3.915,97.686,9.494,0.974
20090404,24.976,24.491,0.294,25.386,0.841,120.796,424.664,3.609,97.732,10.52,1.797
20090405,24.932,24.366,0.6,25.411,0.921,201.052,414.971,3.982,97.718,6.247,1.705
20090406,26.313,25.542,1.113,26.966,1.74,251.45,420.44,6.466,97.703,3.004,1.951
20090407,26.476,25.799,0.604,27.049,1.175,235.811,414.062,6.01,97.735,5.82,2.455
20090408,26.186,25.519,0.832,26.75,1.557,233.376,415.104,5.774,97.803,8.762,1.646
20090409,25.348,24.842,0.727,25.776,1.169,191.302,413.633,4.373,97.818,9.928,1.463
20090410,24.676,24.158,0.363,25.114,0.874,160.058,416.583,3.869,97.881,12.433,1.47
20090411,24.68,23.999,0.8,25.257,1.141,173.933,412.608,4.241,97.845,7.398,1.622
20090412,24.295,23.898,0.335,24.632,0.583,97.088,421.337,3.592,97.903,6.971,1.157
20090413,24.898,24.19,0.621,25.497,1.217,193.392,417.531,4.616,97.856,6.068,1.294
20090414,24.69,24.135,0.906,25.159,1.288,194.778,415.802,4.513,97.88,9.654,1.438
20090415,24.866,24.632,0.209,25.064,0.599,86.318,431.571,3.52,97.952,14.93,1.234
20090416,25.306,24.958,0.554,25.601,0.96,175.026,423.684,4.097,97.909,7.858,1.642
20090417,24.891,24.638,0.332,25.105,0.745,108.269,428.613,3.53,97.874,18.413,1.899
20090418,25.364,24.918,0.304,25.742,0.698,156.063,429.694,3.649,97.732,12.129,2.272
20090419,25.045,24.82,0.232,25.234,0.567,130.311,424.975,3.688,97.791,10.547,2.397
20090420,25.439,25.0,0.404,25.811,0.766,173.955,420.842,4.06,97.825,7.756,2.17
20090421,25.388,25.039,0.204,25.682,0.489,146.074,424.099,3.774,97.884,7.579,2.161
20090422,25.597,24.933,0.879,26.159,1.391,211.833,413.431,4.467,97.857,8.497,1.472
20090423,25.856,25.03,0.675,26.554,1.476,214.88,412.611,5.04,97.762,9.013,1.627
20090424,25.753,24.733,0.674,26.616,1.233,224.166,413.708,5.13,97.744,11.168,1.143
20090425,24.813,24.435,0.459,25.133,0.922,158.95,419.99,3.638,97.822,13.815,1.222
20090426,25.59,25.142,0.728,25.969,0.992,165.433,424.457,4.519,97.825,5.746,1.553
20090427,25.251,24.88,0.248,25.566,0.711,118.937,429.063,3.611,97.831,16.533,1.342
20090428,25.345,24.817,0.468,25.791,0.836,172.789,417.479,4.061,97.83,7.324,1.452
20090429,25.577,25.011,0.744,26.056,0.999,181.56,419.642,3.925,97.752,10.065,1.517
20090430,25.137,24.777,0.2,25.441,0.746,144.247,426.813,3.712,97.897,13.997,0.924
20090501,24.729,24.436,0.21,24.977,0.604,115.888,428.469,3.475,97.924,12.984,0.858
20090502,24.905,24.396,0.428,25.336,0.567,152.466,423.243,3.846,97.917,6.404,0.928
20090503,24.15,23.766,0.681,24.474,0.696,123.981,415.852,3.975,97.918,5.561,1.157
20090504,25.064,24.503,0.452,25.538,0.798,166.54,424.831,3.854,97.853,7.179,1.358
20090505,25.142,24.586,0.728,25.612,0.992,182.756,419.248,3.768,97.882,9.757,1.456
20090506,25.151,24.765,0.384,25.478,0.741,140.598,425.696,3.672,97.925,11.302,0.757
20090507,25.756,25.205,0.586,26.222,1.095,176.957,427.795,5.055,97.858,4.878,0.745
20090508,25.877,24.972,0.711,26.642,1.675,209.538,417.082,5.701,97.827,5.514,1.771
20090509,25.004,24.59,0.256,25.354,0.539,135.608,422.705,3.792,97.864,9.881,1.556
20090510,25.084,24.575,0.698,25.514,1.169,168.401,417.136,3.993,97.803,11.959,1.689
20090511,24.73,24.367,0.246,25.037,0.504,113.167,427.24,3.591,97.784,12.419,1.709
20090512,24.983,24.512,0.732,25.382,1.067,135.699,423.019,3.782,97.696,12.671,1.724
20090513,25.047,24.707,0.323,25.334,0.73,149.646,416.145,3.762,97.749,13.537,2.02
20090514,25.465,24.837,1.089,25.997,1.285,199.183,414.309,4.578,97.767,5.683,1.358
20090515,25.554,25.092,0.508,25.944,0.782,176.73,417.257,4.396,97.72,6.017,1.498
20090516,24.997,24.432,0.771,25.475,0.839,145.02,422.55,3.594,97.722,11.871,1.46
20090517,24.5,23.821,1.358,25.074,1.574,198.801,406.224,4.335,97.757,5.935,1.804
20090518,25.096,24.791,0.115,25.355,0.466,98.111,424.605,3.525,97.849,10.549,1.959
20090519,25.045,24.562,0.137,25.453,0.66,98.208,419.505,3.619,97.892,10.473,1.768
20090520,25.638,24.967,0.76,26.206,1.277,173.94,422.574,4.676,97.812,6.048,1.98
20090521,25.035,24.799,0.187,25.235,0.595,122.318,425.6,3.571,97.831,14.309,2.23
20090522,25.07,24.697,0.161,25.386,0.63,125.913,423.346,3.603,97.865,11.314,2.221
20090523,24.85,24.603,0.239,25.058,0.519,99.717,427.19,3.461,97.966,12.392,1.974
20090524,25.156,24.822,0.281,25.438,0.675,134.8,424.523,3.817,97.9,20.674,1.419
20090525,24.93,24.583,0.33,25.225,0.741,115.737,420.724,3.938,97.85,4.979,1.49
20090526,25.529,24.981,0.88,25.993,1.223,200.664,416.671,4.529,97.806,4.979,1.733
20090527,25.281,25.004,0.233,25.515,0.696,149.052,421.988,3.623,97.814,11.376,1.676
20090528,25.039,24.695,0.23,25.33,0.569,143.862,423.813,3.715,97.864,8.503,1.454
20090529,24.515,24.261,0.197,24.729,0.492,67.215,416.932,3.649,97.944,12.213,1.259
20090530,24.552,24.18,0.28,24.867,0.418,105.392,424.11,3.736,97.932,10.229,0.983
20090531,24.807,24.487,0.282,25.078,0.569,95.255,429.101,3.528,97.895,8.26,0.636
20090601,24.759,24.528,0.34,24.955,0.636,122.399,427.806,3.643,97.88,11.818,1.384
20090602,24.703,24.363,0.455,24.99,0.659,100.225,431.093,3.563,97.928,9.735,1.183
20090603,24.898,24.674,0.139,25.087,0.446,99.753,428.579,3.513,97.945,10.5,1.397
20090604,25.235,24.799,0.576,25.604,0.897,146.081,426.248,3.702,97.876,8.766,1.784
20090605,25.422,25.021,0.383,25.762,0.896,137.705,427.304,3.641,97.907,11.864,2.178
20090606,25.305,24.908,0.158,25.64,0.817,123.539,431.227,3.543,97.949,20.567,1.81
20090607,24.994,24.737,0.186,25.211,0.623,99.972,430.124,3.486,97.877,10.832,2.022
20090608,25.242,24.754,0.378,25.655,0.644,145.549,422.781,3.804,97.813,10.832,1.293
20090609,24.928,24.53,0.393,25.265,0.976,141.98,411.237,3.914,97.926,16.284,1.623
20090610,25.156,24.643,0.519,25.591,0.89,173.756,415.433,3.739,97.941,11.234,2.031
20090611,25.095,24.45,1.071,25.64,1.312,175.136,413.631,4.332,97.978,10.324,1.763
20090612,25.051,24.836,0.217,25.232,0.687,108.219,424.865,3.808,98.041,14.137,2.202
20090613,25.153,24.713,0.544,25.526,0.967,142.15,420.24,3.768,97.958,9.197,1.398
20090614,25.463,24.602,0.488,26.192,1.226,180.807,407.677,4.551,97.884,8.961,1.451
20090615,24.889,24.374,0.626,25.325,0.963,135.52,419.566,3.707,97.903,11.336,1.444
20090616,25.061,24.484,0.252,25.55,0.811,142.561,424.961,3.77,98.006,9.211,1.125
20090617,24.742,24.362,0.534,25.063,0.919,118.694,417.658,3.702,97.929,8.031,1.632
20090618,25.91,24.94,1.429,26.732,2.229,211.654,408.107,6.889,97.808,0.218,1.97
20090619,26.459,25.38,0.972,27.372,1.813,218.485,404.463,6.964,97.759,0.669,2.217
20090620,25.939,24.746,0.747,26.948,1.604,196.778,402.953,6.078,97.767,2.461,2.283
20090621,24.799,24.204,0.808,25.303,1.19,184.049,401.19,3.867,97.777,7.727,2.095
20090622,25.835,24.787,1.239,26.722,1.795,209.34,404.003,5.939,97.74,2.978,2.254
20090623,24.791,24.58,0.219,24.97,0.344,67.425,415.946,3.65,97.882,10.543,1.914
20090624,24.796,24.356,0.254,25.167,0.908,132.614,419.712,3.56,97.961,16.504,1.821
20090625,24.734,24.225,0.555,25.165,0.801,154.388,411.949,3.711,97.993,7.814,2.096
20090626,24.748,24.399,0.537,25.043,0.82,154.84,412.584,3.787,98.061,7.809,1.784
20090627,25.012,24.366,0.8,25.559,1.1,171.63,407.067,3.745,98.096,9.094,1.925
20090628,25.221,24.694,0.528,25.666,0.813,172.607,404.394,4.125,97.989,6.384,1.991
20090629,25.669,24.636,1.263,26.544,1.931,200.126,404.334,6.033,97.847,2.303,2.039
20090630,25.092,24.723,0.26,25.404,0.416,157.049,417.943,4.261,97.843,6.303,2.151
20090701,25.5,24.878,0.847,26.026,1.434,182.423,411.394,5.419,97.814,2.358,2.258
20090702,26.121,25.214,0.929,26.89,1.614,222.1,399.796,6.05,97.842,3.719,1.917
20090703,26.769,25.536,1.294,27.812,2.291,250.438,402.983,8.312,97.816,0.0,2.088
20090704,26.336,25.291,0.685,27.221,1.605,218.331,407.295,6.394,97.839,5.566,2.023
20090705,25.215,24.537,0.235,25.79,1.177,171.243,407.506,4.349,97.91,7.676,2.197
20090706,24.665,24.399,0.254,24.891,0.586,117.363,418.352,3.539,97.941,15.934,2.418
20090707,25.195,24.602,0.996,25.697,1.379,191.466,407.256,4.115,97.887,10.84,2.351
20090708,25.297,25.056,0.502,25.5,0.829,154.108,414.919,4.14,97.873,7.856,2.828
20090709,24.982,24.646,0.214,25.266,0.561,127.982,416.676,3.6,97.884,11.033,2.63
20090710,24.681,24.156,0.37,25.126,0.755,161.457,404.391,3.707,97.877,9.466,1.8
20090711,25.587,24.568,1.541,26.449,2.142,227.745,406.532,5.831,97.909,1.878,1.518
20090712,26.592,25.236,1.183,27.74,2.195,259.232,397.417,7.781,97.873,1.173,1.758
20090713,26.098,24.931,0.792,27.085,1.661,238.715,400.446,6.031,97.926,5.639,1.572
20090714,25.176,24.361,0.504,25.864,1.168,189.808,404.538,4.489,98.06,7.866,1.811
20090715,25.595,24.903,0.811,26.181,1.207,205.73,401.894,4.884,97.905,5.034,1.78
20090716,25.762,25.037,0.65,26.376,1.154,200.122,403.074,5.318,97.911,5.704,1.991
20090717,26.036,24.986,0.923,26.925,1.631,232.772,401.146,6.264,97.965,1.946,2.144
20090718,25.647,24.86,0.505,26.312,1.195,205.499,403.824,4.667,97.977,10.374,2.222
20090719,25.378,24.85,0.503,25.824,0.826,170.516,412.144,3.939,97.915,9.292,1.761
20090720,25.029,24.641,0.281,25.358,0.606,165.753,410.843,3.817,97.835,8.019,2.244
20090721,26.172,25.087,1.184,27.091,2.011,242.813,398.537,7.299,97.813,0.965,1.962
20090722,25.848,24.605,0.836,26.899,1.932,229.555,400.457,5.986,97.814,4.328,2.024
20090723,25.406,24.844,0.393,25.882,0.912,173.326,413.94,4.25,97.801,7.947,2.867
20090724,25.477,24.985,0.803,25.893,1.289,188.716,410.46,5.096,97.852,3.715,2.03
20090725,24.858,24.393,0.232,25.251,0.575,158.898,412.651,4.065,97.932,9.416,2.357
20090726,25.996,24.753,1.509,27.047,2.487,254.992,396.997,7.36,97.966,0.837,2.176
20090727,26.089,24.888,0.967,27.104,1.869,246.064,397.288,6.524,97.961,5.128,1.433
20090728,26.623,25.348,1.324,27.701,2.258,269.107,395.665,7.602,97.844,2.088,1.656
20090729,26.482,25.284,0.912,27.495,1.895,240.673,403.225,6.774,97.845,2.585,1.763
20090730,25.498,25.144,0.447,25.797,0.599,188.056,405.459,4.572,97.885,7.341,2.211
20090731,26.248,25.427,0.768,26.942,1.39,216.673,402.267,5.875,97.9,4.886,2.301
20090801,26.468,25.364,0.681,27.401,1.66,225.275,396.194,6.866,97.887,2.36,2.364
20090802,26.276,25.183,1.088,27.201,1.788,254.651,399.053,6.489,97.926,4.936,1.913
20090803,27.144,25.907,1.342,28.191,2.354,272.549,400.112,8.888,97.899,1.405,2.321
20090804,27.029,25.931,1.107,27.958,1.978,242.736,402.559,8.343,97.854,0.598,2.309
20090805,26.644,25.668,0.57,27.469,1.473,246.69,402.404,7.283,97.816,4.903,2.262
20090806,25.94,24.995,0.501,26.739,1.258,217.569,403.016,6.107,97.895,6.081,2.014
20090807,26.462,25.317,1.584,27.431,2.401,267.63,400.07,7.529,97.878,1.073,2.086
20090808,26.402,25.747,0.52,26.956,0.899,236.871,407.646,5.443,97.913,7.815,2.104
20090809,25.007,24.454,0.65,25.475,0.838,157.379,413.891,4.557,98.017,7.176,2.44
20090810,25.4,24.337,1.695,26.299,2.188,245.47,400.187,6.289,97.951,2.954,1.916
20090811,26.841,25.565,1.176,27.92,2.243,266.024,402.521,7.757,97.872,2.171,1.82
20090812,27.33,26.123,1.236,28.352,2.263,277.953,401.94,8.697,97.867,0.91,1.952
20090813,25.868,25.372,0.4,26.288,0.64,191.963,405.609,5.13,97.885,7.188,2.384
20090814,25.922,25.209,0.783,26.525,1.279,226.636,404.205,5.506,97.8,4.391,2.223
20090815,26.856,25.744,1.165,27.796,2.221,262.826,400.791,7.999,97.676,0.815,2.189
20090816,27.632,26.312,1.477,28.749,2.513,282.189,402.126,10.319,97.644,0.0,2.372
20090817,27.947,26.637,1.455,29.056,2.512,284.147,403.695,10.962,97.652,0.471,2.519
20090818,28.193,26.975,1.411,29.223,2.477,295.236,405.657,11.186,97.592,0.076,2.651
20090819,27.945,26.881,1.15,28.845,2.184,272.982,407.455,10.654,97.588,0.0,2.703
20090820,27.164,26.107,0.547,28.058,1.635,268.22,404.705,8.015,97.663,3.629,2.284
20090821,27.908,26.543,1.63,29.062,2.687,294.453,407.153,10.098,97.635,0.0,1.994
20090822,27.837,26.794,0.99,28.719,1.831,261.287,412.962,9.598,97.548,1.696,2.073
20090823,26.974,26.179,0.604,27.647,1.231,220.666,409.644,7.369,97.6,3.665,2.727
20090824,26.349,25.887,0.868,26.74,1.502,211.43,408.387,6.243,97.701,6.522,2.681
20090825,26.608,25.894,0.875,27.212,1.66,240.273,407.663,7.095,97.769,4.244,2.158
20090826,26.602,25.627,0.895,27.427,1.795,246.157,406.817,6.817,97.797,3.974,1.426
20090827,26.533,25.566,0.946,27.352,1.384,245.935,403.625,6.17,97.849,5.331,1.821
20090828,25.829,25.343,0.505,26.241,0.885,208.664,408.657,5.033,97.891,8.374,2.256
20090829,26.062,25.286,0.979,26.719,1.645,232.25,406.415,7.199,97.811,0.759,2.102
20090830,26.217,25.255,0.794,27.032,1.552,227.242,409.264,5.972,97.728,7.887,2.114
20090831,25.97,25.146,0.543,26.667,0.992,237.021,401.772,5.663,97.809,6.67,2.327
20090901,26.8,25.609,1.148,27.808,1.894,262.673,403.669,7.367,97.855,2.94,2.015
20090902,27.409,26.021,1.307,28.584,2.122,282.798,408.304,8.268,97.84,1.481,2.064
20090903,28.032,26.682,1.349,29.175,2.411,308.049,404.293,10.702,97.822,0.642,2.655
20090904,28.076,26.673,1.396,29.262,2.541,313.628,400.699,11.784,97.811,0.0,2.395
20090905,27.984,26.544,1.38,29.202,2.399,281.878,406.737,11.459,97.834,0.0,2.012
20090906,28.561,27.039,1.463,29.849,2.574,314.817,404.821,13.089,97.804,0.0,2.376
20090907,28.094,26.968,1.094,29.047,2.067,270.482,411.048,11.753,97.679,0.0,2.746
20090908,27.45,26.516,0.951,28.24,1.694,254.549,405.569,10.308,97.708,0.463,2.742
20090909,27.814,26.33,1.493,29.069,2.694,321.856,393.773,12.53,97.756,0.0,2.274
20090910,27.808,26.573,1.35,28.853,2.178,280.143,408.842,10.677,97.822,0.721,1.863
20090911,26.178,25.763,0.467,26.53,0.518,211.733,409.61,5.693,97.922,8.209,2.145
20090912,25.516,24.929,0.594,26.013,1.025,184.116,409.106,4.387,97.86,8.612,1.793
20090913,26.232,25.098,0.858,27.191,1.589,274.385,404.693,5.929,97.87,8.044,2.136
20090914,26.659,25.648,1.018,27.515,1.505,256.582,407.727,6.222,97.89,7.516,1.892
20090915,27.008,25.869,0.922,27.972,1.54,259.964,411.836,7.297,97.843,3.305,2.298
20090916,27.178,25.99,1.349,28.184,2.12,254.527,410.58,9.279,97.785,0.077,2.469
20090917,26.793,25.82,0.759,27.616,1.384,232.0,406.353,7.632,97.774,1.348,2.142
20090918,27.0,25.943,1.027,27.894,1.735,242.635,409.045,7.682,97.705,1.787,2.169
20090919,27.433,26.269,1.4,28.418,1.98,284.862,409.264,8.84,97.743,2.001,2.434
20090920,27.068,26.137,0.805,27.855,1.396,260.532,411.409,7.859,97.741,3.696,2.668
20090921,27.376,26.316,1.163,28.273,1.939,249.962,409.529,9.781,97.691,0.327,2.86
20090922,28.22,26.789,1.712,29.431,2.806,337.647,397.412,12.998,97.59,0.0,2.641
20090923,27.945,26.615,1.411,29.071,2.203,282.573,406.273,11.314,97.627,0.501,2.039
20090924,26.234,25.472,0.264,26.878,0.971,214.354,408.909,5.625,97.698,10.351,2.251
20090925,26.601,25.609,1.004,27.44,1.993,245.016,407.861,7.708,97.669,2.807,2.262
20090926,26.584,25.667,0.904,27.359,1.318,249.621,405.188,6.702,97.679,6.579,2.347
20090927,27.703,26.585,1.025,28.649,1.776,272.088,409.681,10.55,97.743,0.119,3.101
20090928,27.836,26.492,1.313,28.974,2.261,311.788,401.342,11.199,97.808,0.316,2.537
